Rank   ,Player                      ,P    ,W    ,D    ,L    ,  %      ,Teams
6358.  ,Brett Ebert                 ,166  ,72   ,2    ,92   ,43.98    ,PA
6359.  ,Eric Nicholls               ,58   ,24   ,3    ,31   ,43.97    ,GE
6360.  ,Graeme Allan                ,141  ,62   ,0    ,79   ,43.97    ,FI/CW
6361.  ,Eddie Betts                 ,224  ,97   ,3    ,124  ,43.97    ,CA/AD
6362.  ,Rory Hilton                 ,91   ,40   ,0    ,51   ,43.96    ,BL/RI
6363.  ,Ian Roberts                 ,157  ,69   ,0    ,88   ,43.95    ,SY
6364.  ,Len Holland                 ,33   ,14   ,1    ,18   ,43.94    ,SY
6365.  ,John Blair                  ,33   ,14   ,1    ,18   ,43.94    ,SY/FI/SK
6366.  ,David Johnston              ,66   ,29   ,0    ,37   ,43.94    ,ES/FI
6367.  ,Ron Clegg                   ,231  ,100  ,3    ,128  ,43.94    ,SY
6368.  ,Graham Ion                  ,107  ,47   ,0    ,60   ,43.93    ,WB
6369.  ,Alf Hughes                  ,107  ,47   ,0    ,60   ,43.93    ,HW
6370.  ,Brendan Krummel             ,74   ,32   ,1    ,41   ,43.92    ,WC/FR/HW
6371.  ,Brian McCarthy              ,74   ,32   ,1    ,41   ,43.92    ,SK
6372.  ,Jeff Patterson              ,41   ,17   ,2    ,22   ,43.90    ,SY/RI/FI
6373.  ,Roy Stabb                   ,41   ,18   ,0    ,23   ,43.90    ,CW/ME
6374.  ,Frank Scully                ,41   ,18   ,0    ,23   ,43.90    ,SK
6375.  ,Wyn Murray                  ,65   ,28   ,1    ,36   ,43.85    ,ME
6376.  ,Matthew Robbins             ,146  ,63   ,2    ,81   ,43.84    ,GE/WB
6377.  ,Jack Moriarty               ,170  ,73   ,3    ,94   ,43.82    ,ES/FI
6378.  ,Paul Bulluss                ,97   ,42   ,1    ,54   ,43.81    ,RI
6379.  ,Mick Pleass                 ,113  ,49   ,1    ,63   ,43.81    ,SY/ES
6380.  ,Richard Vandenberg          ,145  ,63   ,1    ,81   ,43.79    ,HW
6381.  ,Keith Jenkinson             ,8    ,3    ,1    ,4    ,43.75    ,SY
6382.  ,Les Morrison                ,8    ,3    ,1    ,4    ,43.75    ,SK
6383.  ,Alick Davison               ,8    ,3    ,1    ,4    ,43.75    ,RI
6384.  ,Bob Nisbet                  ,16   ,7    ,0    ,9    ,43.75    ,HW
6385.  ,Graham Kerr                 ,16   ,7    ,0    ,9    ,43.75    ,CA/ME
6386.  ,Frank Bourke                ,16   ,7    ,0    ,9    ,43.75    ,RI
6387.  ,Len Hogg                    ,16   ,7    ,0    ,9    ,43.75    ,SY
6388.  ,Bill Speakman               ,16   ,7    ,0    ,9    ,43.75    ,ES
6389.  ,Harry Pollock               ,16   ,7    ,0    ,9    ,43.75    ,RI
6390.  ,Joe Russell                 ,16   ,7    ,0    ,9    ,43.75    ,CA
6391.  ,Peter Miller                ,16   ,7    ,0    ,9    ,43.75    ,FR
6392.  ,Cleve Hughes                ,16   ,7    ,0    ,9    ,43.75    ,RI
6393.  ,Ian Tampion                 ,16   ,7    ,0    ,9    ,43.75    ,SY
6394.  ,Len Pye                     ,16   ,7    ,0    ,9    ,43.75    ,FI
6395.  ,Matthew Powell              ,16   ,7    ,0    ,9    ,43.75    ,AD
6396.  ,Jacob Anstey                ,16   ,7    ,0    ,9    ,43.75    ,CA
6397.  ,Daniel Haines               ,16   ,7    ,0    ,9    ,43.75    ,FR
6398.  ,Robert Kerr                 ,16   ,7    ,0    ,9    ,43.75    ,NM/SY
6399.  ,Jamie Stevenson             ,16   ,7    ,0    ,9    ,43.75    ,NM
6400.  ,Dick Pirrie                 ,24   ,10   ,1    ,13   ,43.75    ,ME
6401.  ,Don Whitten                 ,24   ,10   ,1    ,13   ,43.75    ,WB
6402.  ,Bob Herbert                 ,32   ,14   ,0    ,18   ,43.75    ,HW/ME
6403.  ,Arthur Gilligan             ,32   ,14   ,0    ,18   ,43.75    ,FI/ES
6404.  ,Lachie Hunter               ,32   ,14   ,0    ,18   ,43.75    ,WB
6405.  ,Joe Scales                  ,40   ,17   ,1    ,22   ,43.75    ,FI/SK
6406.  ,Peter Hogan                 ,40   ,17   ,1    ,22   ,43.75    ,RI
6407.  ,Bill Sykes                  ,48   ,21   ,0    ,27   ,43.75    ,FI
6408.  ,Warren Roper                ,56   ,24   ,1    ,31   ,43.75    ,CW
6409.  ,Mick Grambeau               ,56   ,24   ,1    ,31   ,43.75    ,NM
6410.  ,Ben Jacobs                  ,64   ,28   ,0    ,36   ,43.75    ,PA/NM
6411.  ,Bob Spargo                  ,80   ,35   ,0    ,45   ,43.75    ,WB
6412.  ,Stephen Robins              ,80   ,34   ,2    ,44   ,43.75    ,ES
6413.  ,Alf George                  ,88   ,38   ,1    ,49   ,43.75    ,ES/ME
6414.  ,Eddie Lane                  ,96   ,41   ,2    ,53   ,43.75    ,SY
6415.  ,Steven Lawrence             ,120  ,51   ,3    ,66   ,43.75    ,BB/BL/SK
6416.  ,Norm Ware                   ,200  ,87   ,1    ,112  ,43.75    ,WB
6417.  ,Paul Hasleby                ,208  ,91   ,0    ,117  ,43.75    ,FR
6418.  ,Doug Searl                  ,143  ,62   ,1    ,80   ,43.71    ,CW/FI
6419.  ,Bernie Lee                  ,95   ,41   ,1    ,53   ,43.68    ,WB
6420.  ,Dion Scott                  ,79   ,34   ,1    ,44   ,43.67    ,SY/BB/BL
6421.  ,Matthew Whelan              ,150  ,65   ,1    ,84   ,43.67    ,ME
6422.  ,Percy Martini               ,158  ,67   ,4    ,87   ,43.67    ,GE/RI
6423.  ,Tim Gepp                    ,71   ,31   ,0    ,40   ,43.66    ,RI/WB
6424.  ,Fred Davies                 ,63   ,27   ,1    ,35   ,43.65    ,FI
6425.  ,Andrew Moore                ,55   ,24   ,0    ,31   ,43.64    ,PA
6426.  ,Rowan Warfe                 ,110  ,48   ,0    ,62   ,43.64    ,FI/SY
